Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Grand Drive, Raynes Park","£725,000",Detached,4.0,1.0,Ask agent
"George Eliot House, 
Vauxhall Bridge Road, SW1V","£725,000",Flat,2.0,1.0,Ask agent
"Gainsborough Studios North, 
1 Poole Street, N1","£725,000",Flat,2.0,2.0,Ask agent
"Gerards Place, Clapham Common North Side, London, SW4","£725,000",Flat,2.0,1.0,862 sq ft
"Primrose House, Chalk Farm Road, Primrose Hill, NW1","£725,000",Flat,1.0,1.0,Ask agent
"Clapham Road, Oval, London, SW9","£725,000",Flat,1.0,1.0,950 sq ft
"Bellingham Road, London","£725,000",Semi-Detached,5.0,1.0,Ask agent
"Maine Tower, Isle of Dogs, E14","£725,000",Apartment,1.0,1.0,Ask agent
"Bishops Wharf House, 
51 Parkgate Road, SW11","£725,000",Flat,2.0,2.0,Ask agent
"Marsh Wall, London, E14","£725,000",Apartment,2.0,2.0,838 sq ft
"Deveraux House, Duke of Wellington Avenue, Royal Arsenal SE18","£725,000",Apartment,3.0,2.0,"1,038 sq ft"
"Ludgate Square, City of London","£725,000",Flat,2.0,1.0,Ask agent
"Hawstead Road, SE6 4JJ","£725,000",Terraced,4.0,2.0,"1,134 sq ft"
"Muswell Avenue, London","£725,000",Flat,3.0,1.0,Ask agent
"Ashburnham Road, Richmond, TW10","£725,000",,3.0,,"1,066 sq ft"
"Barrett Road, Walthamstow","£725,000",Terraced,3.0,1.0,"1,281 sq ft"
"Mysore Road, Battersea","£725,000",Flat,2.0,2.0,Ask agent
"Loveday Road, Northfields","£725,000",Flat,2.0,1.0,Ask agent
"Keybridge Tower, Exchange Gardens","£725,000",Apartment,1.0,1.0,592 sq ft
"Ambassador Building, Embassy Gardens, SW11","£725,000",Apartment,1.0,1.0,558 sq ft
"Coverton Road, Tooting","£725,000",Flat,3.0,2.0,Ask agent
"Dafforne Road, London, SW17","£725,000",Apartment,3.0,2.0,Ask agent
"Coxwell Boulevard, London, NW9","£725,000",End of Terrace,3.0,2.0,"1,231 sq ft"
"Battersea Rise, Battersea, London, SW11","£725,000",Flat,2.0,2.0,817 sq ft
"Kings Mews, SW2","£725,000",Maisonette,2.0,2.0,977 sq ft
"Cavendish Gardens, Trouville Road, London, SW4","£725,000",Apartment,4.0,2.0,"1,012 sq ft"
"Globe Wharf, 205 Rotherhithe Street, London, SE16","£725,000",Apartment,2.0,2.0,839 sq ft
"Capital East Apartments, Royal Wharf, E16","£725,000",Apartment,3.0,2.0,Ask agent
"Kings Mews, SW2","£725,000",Maisonette,2.0,2.0,977 sq ft
"Glycena Road, Battersea","£725,000",Flat,2.0,2.0,Ask agent
"Barnet Way, Mill Hill","£725,000",Semi-Detached,3.0,2.0,"1,173 sq ft"
"Elmwood Crescent, Kingsbury, London, NW9 0NL","£725,000",Semi-Detached,3.0,3.0,Ask agent
"Hepworth Court, 
Anderson Square, N1","£725,000",Flat,2.0,1.0,Ask agent
"Halstead Road, London","£725,000",Terraced,3.0,1.0,Ask agent
"Elmcroft Gardens, London, NW9","£725,000",Terraced,3.0,2.0,Ask agent
"Anson Road, London, NW2","£725,000",Apartment,3.0,1.0,914 sq ft
"Derinton Road, Tooting","£725,000",House,3.0,1.0,Ask agent
"Osnaburgh Street, Marylebone, London, NW1","£725,000",Apartment,1.0,1.0,575 sq ft
"Chelsea Manor Gardens, London, SW3","£725,000",Flat,1.0,1.0,560 sq ft
"Residence Tower, Woodberry Grove, N4","£725,000",Apartment,3.0,2.0,Ask agent
"Park Avenue, NW2, Willesden Green, London, NW2","£725,000",Flat,3.0,2.0,900 sq ft
"Carlton Road, London","£725,000",House,3.0,2.0,Ask agent
"Totterdown Street, Tooting, London, SW17","£725,000",Terraced,3.0,1.0,950 sq ft
"Colenso Drive, Mill Hill, London","£725,000",House,3.0,2.0,"1,136 sq ft"
London Docks,"£725,000",Flat,1.0,1.0,454 sq ft
"Rotterdam Drive, Canary Wharf, E14","£725,000",Terraced,3.0,2.0,Ask agent
"The Dumont, 27 Albert Embankment, Vauxhall, London, SE1","£725,000",Flat,1.0,1.0,475 sq ft
"Townholm Crescent, Hanwell","£725,000",House,3.0,,Ask agent
"Maida Vale, London, W9","£725,000",Apartment,1.0,1.0,595 sq ft
"Chaucer Close, London, N11","£725,000",Terraced,4.0,2.0,"1,250 sq ft"
"New Kings Road, Fulham, SW6","£725,000",Apartment,2.0,1.0,"8,450 sq ft"
"Merino Gardens, London Dock, E1W","£725,000",Apartment,1.0,1.0,Ask agent
"Glenloch Road, London, NW3","£725,000",Apartment,2.0,1.0,703 sq ft
"Christchurch Avenue, London, NW6","£725,000",Apartment,2.0,1.0,951 sq ft
"Brecknock Road, Tufnell Park","£725,000",Flat,2.0,1.0,Ask agent
"Anson Road, Cricklewood","£725,000",Flat,3.0,1.0,Ask agent
"Hampden Way, London","£725,000",End of Terrace,4.0,2.0,"1,234 sq ft"
"Shepherd's Hill, Highgate","£725,000",Apartment,2.0,2.0,Ask agent
"Beeches Road, Tooting Bec, London, SW17","£725,000",Maisonette,3.0,1.0,"1,208 sq ft"
"Primrose House, Chalk Farm Road, Primrose Hill, NW1","£725,000",Flat,1.0,1.0,Ask agent
"Wesley House, Little Britain, London","£725,000",Apartment,2.0,1.0,Ask agent
"Legacy Tower, Great Eastern Road, Stratford, E15","£725,000",Penthouse,2.0,2.0,Ask agent
"Dalyell Road, London, SW9","£725,000",Apartment,2.0,1.0,753 sq ft
"Fermoy Road, Maida Hill, London, W9","£725,000",Flat,3.0,2.0,917 sq ft
"Sinclair Road, London, W14","£725,000",Apartment,2.0,1.0,Ask agent
"Burnthwaite Road, Fulham","£725,000",Flat,3.0,2.0,Ask agent
"Globe View House, Pocock Street, London, SE1","£725,000",Flat,2.0,2.0,862 sq ft
"Hebden Place, Nine Elms, SW8","£725,000",Apartment,2.0,2.0,752 sq ft
"Shirland Road, London, W9","£725,000",Apartment,2.0,2.0,959 sq ft
"Brenthurst Road, Willesden, London, NW10","£725,000",Terraced,3.0,2.0,"1,104 sq ft"
"Bouchon Point, Cendal Crescent, E1","£725,000",Apartment,2.0,2.0,Ask agent
"Hugh Street, LONDON, SW1V","£725,000",Flat,2.0,2.0,654 sq ft
"Melcombe Place, Marylebone","£725,000",Flat,1.0,1.0,Ask agent
"High Road, New Southgate, London, N11","£725,000",End of Terrace,5.0,4.0,"1,518 sq ft"
"Anson Road, Tufnell Park, London, N7","£725,000",Flat,2.0,1.0,828 sq ft
"Ardgowan Road, London, SE6","£725,000",House,3.0,2.0,Ask agent
"Pennine Drive, Cricklewood, NW2","£725,000",Semi-Detached,3.0,1.0,Ask agent
"Oxford Gardens, London, N21","£725,000",End of Terrace,3.0,1.0,Ask agent
"Dulke House, Goodluck Hope, London, E14","£725,000",Apartment,2.0,2.0,Ask agent
"Archway Road, Highgate","£725,000",Apartment,2.0,2.0,Ask agent
"Onslow Gardens, South Kensington, SW7","£725,000",Apartment,,1.0,452 sq ft
"Princess Road, Princess Road, London, NW1","£725,000",Maisonette,2.0,1.0,637 sq ft
"Seaford Road, London, N15","£725,000",Terraced,3.0,1.0,Ask agent
"High Street, Harringay, London, N8","£725,000",Flat,2.0,2.0,838 sq ft
Marsh Wall London E14,"£725,000",Flat,2.0,2.0,Ask agent
"Vicarage Road, Leyton, E10","£725,000",House,4.0,2.0,"1,292 sq ft"
"The Auria Portobello Square, 
Portobello Road, W10","£725,000",Flat,1.0,1.0,563 sq ft
"South End Road, Hampstead Heath","£725,000",Flat,2.0,1.0,603 sq ft
"Talbot Road, London, W11","£725,000",Apartment,1.0,1.0,578 sq ft
"Ferraro House, 149 Walworth Road, London, SE17","£725,000",Flat,2.0,2.0,789 sq ft
"Rosebank, Holyport Road, SW6","£725,000",Apartment,2.0,2.0,"1,045 sq ft"
"Hansel Road, London, NW6","£725,000",Flat,2.0,2.0,903 sq ft
"Strathearn Road, Wimbledon","£725,000",Detached,3.0,2.0,Ask agent
"Cavendish Drive, Leytonstone, E11","£725,000",Terraced,3.0,1.0,Ask agent
"Querrin Street, Sands End, London, SW6","£725,000",Flat,2.0,1.0,728 sq ft
"Lurline Gardens, Battersea","£725,000",Flat,2.0,2.0,Ask agent
"St Lukes Avenue, 
Clapham, SW4","£725,000",Flat,2.0,1.0,Ask agent
"Salvor Tower, E14, Canary Wharf, LONDON, E14","£725,000",Flat,2.0,1.0,865 sq ft
"Westwood Building, Chelsea Creek, Fulham, SW6","£725,000",Flat,1.0,1.0,473 sq ft
"HIGHVIEW HOUSE, 6 QUEENS ROAD, LONDON, NW4","£725,000",Apartment,2.0,1.0,"2,128 sq ft"
"Greyswood Street, Furzedown, SW16","£725,000",Terraced,3.0,2.0,"1,181 sq ft"
"Hall Lane, Hendon","£725,000",Semi-Detached,3.0,2.0,"1,227 sq ft"
"Bondway, London, SW8","£725,000",Apartment,1.0,1.0,658 sq ft
"Admiral Walk, Maida Vale, London, W9","£725,000",Flat,2.0,2.0,851 sq ft
"Lexham Gardens, South Kensington, W8","£725,000",Flat,1.0,1.0,371 sq ft
"Gainsford Street, Southwark","£725,000",Flat,2.0,1.0,Ask agent
"Tudor House , One Tower Bridge, Duchess Walk","£725,000",Apartment,1.0,1.0,588 sq ft
"Corsehill Street, London","£725,000",Terraced,3.0,1.0,Ask agent
"Cambridge Square, Hyde Park Estate, London, W2","£725,000",Flat,2.0,2.0,841 sq ft
"Masbro Road, London, W14","£725,000",Apartment,2.0,1.0,Ask agent
"Chiltern Court, Baker Street, London, NW1","£725,000",Flat,1.0,1.0,623 sq ft
"Western Gateway, London, E16","£725,000",Apartment,3.0,3.0,"1,142 sq ft"
"Danson Mews, Walworth","£725,000",Flat,2.0,2.0,Ask agent
"Grenville Street, Bloomsbury, London, WC1N","£725,000",Flat,1.0,1.0,557 sq ft
"Wearside Road, Ladywell","£725,000",House,3.0,1.0,Ask agent
"Elm Park Mansions, Park Walk, London, SW10","£725,000",Apartment,2.0,1.0,588 sq ft
"Voltaire Road, London, SW4","£725,000",Flat,2.0,2.0,Ask agent
"Mount Nod Road, Streatham","£725,000",Flat,3.0,1.0,Ask agent
"Buckleigh Road, Streatham","£725,000",Flat,2.0,1.0,Ask agent
"Culford Gardens, Chelsea, London, SW3","£725,000",Apartment,1.0,,374 sq ft
"South End Road, Hampstead Heath, London NW3","£725,000",Flat,2.0,1.0,Ask agent
"Hubert Grove, Clapham","£725,000",Flat,3.0,1.0,Ask agent
"Bridge Lane, London, NW11","£725,000",End of Terrace,2.0,2.0,"1,405 sq ft"
"Sinclair Gardens, London, W14","£725,000",Apartment,2.0,1.0,Ask agent
"Drayton Park, Highbury, N5","£725,000",Apartment,3.0,2.0,950 sq ft
"Spurstowe Terrace, Hackney","£725,000",Flat,4.0,3.0,Ask agent
"Abercairn Road, Streatham","£725,000",House,4.0,2.0,Ask agent
"Whitehall Park Road, Grove Park, Chiswick, W4","£725,000",Flat,2.0,1.0,Ask agent
"Ballogie Avenue, London, NW10","£725,000",Semi-Detached,3.0,1.0,Ask agent
"Lindrop Street, London, SW6","£725,000",Flat,2.0,1.0,790 sq ft
"Lamberhurst Road, West Norwood","£725,000",Detached,6.0,1.0,Ask agent
"Ruckholt Close, London, E10","£725,000",,4.0,2.0,Ask agent
"Colenso Drive, Mill Hill, London, NW7","£725,000",House,3.0,2.0,Ask agent
"Bathurst Square, London, N15","£725,000",Terraced,3.0,3.0,Ask agent
"Ivy Gardens, Inglis Road, London, W5","£725,000",Ground Flat,2.0,1.0,732 sq ft
"The Stage, Fairchild Place, Shoreditch, EC2A","£725,000",Apartment,,1.0,Ask agent
"Clapham High Street, Clapham","£725,000",Maisonette,2.0,2.0,Ask agent
"Canaletto, City Road, London, EC1V","£725,000",Flat,1.0,1.0,657 sq ft
"Atrium Heights, Greenwich, London, SE8","£725,000",Flat,3.0,2.0,"1,111 sq ft"
"Cambridge Mansions, Cambridge Road, London, SW11","£725,000",Flat,2.0,1.0,835 sq ft
"Gwendolen Avenue, Putney","£725,000",Flat,2.0,2.0,"1,119 sq ft"
"4 Riverlight Quay,  London, SW11","£725,000",Flat,1.0,1.0,Ask agent
"Pattison Road, London, NW2","£725,000",Apartment,3.0,2.0,Ask agent
"Prince Edward Road, Hackney, E9","£725,000",Terraced,3.0,1.0,Ask agent
"Bromyard House, Acton, London, W3","£725,000",Flat,3.0,2.0,"1,033 sq ft"
"Beech Way, Twickenham","£725,000",Semi-Detached,3.0,2.0,"1,281 sq ft"
"St Raphaels House, Ealing, London, W5","£725,000",Flat,3.0,2.0,921 sq ft
"Oxford & Cambridge Mansions, Marylebone, London, NW1","£725,000",Flat,2.0,1.0,660 sq ft
"St Gabriels Road, Mapesbury Estate, London, NW2","£725,000",Maisonette,2.0,1.0,914 sq ft
"The Dumont, 27 Albert Embankment, London","£725,000",Apartment,1.0,1.0,594 sq ft
"Chestnut Avenue South, Walthamstow, London, E17","£725,000",Terraced,3.0,1.0,Ask agent
"St Williams Court, Gifford Street, Kings Cross, London, N1","£725,000",Apartment,2.0,2.0,Ask agent
"Earle Gardens, Kingston Upon Thames","£725,000",Town House,5.0,2.0,Ask agent
"St. Barnabas Road, Woodford Green, IG8","£725,000",Terraced,5.0,2.0,"1,570 sq ft"
"East Hill, Wandsworth, London, SW18","£725,000",Apartment,2.0,2.0,"1,134 sq ft"
"Kew Bridge Road, Brentford, TW8","£725,000",Apartment,2.0,2.0,Ask agent
"Westmont, White City Living, Fountain Park Way, W12","£725,000",Apartment,1.0,1.0,543 sq ft
"Clifton Mansions, Willesden Green, NW2","£725,000",Flat,2.0,2.0,758 sq ft
"Archway Road, Highgate, N6","£725,000",Apartment,2.0,2.0,741 sq ft
"Russell Lane, Whetstone","£725,000",House,4.0,2.0,Ask agent
"Summerston House, Royal Wharf, London, E16","£725,000",Apartment,2.0,2.0,Ask agent
"Chronicle Tower, 261B City Road, London","£725,000",Apartment,1.0,1.0,Ask agent
"Hampton Tower, South Quay Plaza, London, E14","£725,000",Apartment,1.0,1.0,Ask agent
"Walkerscroft Mead, West Dulwich","£725,000",Terraced,3.0,1.0,Ask agent
"Woodfield Drive, East Barnet, Barnet, EN4","£725,000",End of Terrace,3.0,1.0,Ask agent
"Eastfields Avenue, SW18","£725,000",Flat,2.0,2.0,986 sq ft
"Amelia House, Lyell Street, London, E14","£725,000",Apartment,2.0,2.0,837 sq ft
"Goldhurst Terrace, London, NW6","£725,000",Apartment,2.0,1.0,989 sq ft
"Carlton Vale, Kilburn Park","£725,000",Flat,2.0,1.0,Ask agent
"Grosvenor Terrace, Camberwell, London","£725,000",Apartment,2.0,1.0,Ask agent
"Staverton Road, Willesden Green","£725,000",Flat,2.0,2.0,Ask agent
"Shore Place, Hackney","£725,000",Flat,2.0,2.0,Ask agent
"New King's Road, Parsons Green","£725,000",Apartment,2.0,1.0,722 sq ft
"Ruckholt House, 15 Derny Avenue, Stratford, London, E20","£725,000",Flat,3.0,2.0,"1,035 sq ft"
"Albatross Way, London, SE16 7BY","£725,000",Flat,2.0,2.0,Ask agent
"Cambridge Square, London, W2","£725,000",Flat,2.0,2.0,785 sq ft
"Avenue Road, Brentford","£725,000",Semi-Detached,4.0,2.0,Ask agent
"Fetter Lane, Holborn, London, EC4A","£725,000",Flat,1.0,1.0,527 sq ft
"The Water Gardens, London, W2","£725,000",Flat,2.0,2.0,Ask agent
"Eastfields Avenue, Wandsworth","£725,000",Flat,2.0,1.0,Ask agent
"Water Street, Canary Wharf, London, E14","£725,000",Apartment,1.0,1.0,Ask agent
"Canaletto Tower, Old Street, London, EC1V","£725,000",Flat,1.0,1.0,663 sq ft
"The Cascades, Finchley Road, London, NW3","£725,000",Apartment,2.0,2.0,Ask agent
"Marco Polo Tower, Royal Wharf, London, E16","£725,000",Apartment,2.0,2.0,797 sq ft
"Juniper House, 29 Melliss Avenue, Kew, Surrey, TW9","£724,950",Apartment,2.0,2.0,"1,130 sq ft"
"One Thames Quay, Canary Wharf, E14","£723,500",Apartment,1.0,1.0,709 sq ft
"Poplar Riverside, Porter House, E14","£722,000",Flat,2.0,2.0,758 sq ft
"Hopton Road, Royal Arsenal, SE18","£735,000",Apartment,3.0,2.0,Ask agent
"Joseph Hardcastle Close, London, SE14","£740,000",End of Terrace,3.0,2.0,Ask agent
"Harley Road, London, NW10","£740,000",Terraced,4.0,2.0,"1,384 sq ft"
"Finchley Road, Golders Green, NW11","£740,000",Flat,2.0,,876 sq ft
"Vauxhall Bridge Road, London, SW1V","£740,000",Flat,2.0,2.0,718 sq ft
"Keble Place, 
Harrods Village, SW13","£740,000",Flat,2.0,2.0,927 sq ft
"Matthias Road, Stoke Newington, N16","£740,000",Apartment,2.0,2.0,Ask agent
"Randolph Avenue, London","£740,000",House,1.0,1.0,Ask agent
"Bravington Road, London, W9","£740,000",Ground Flat,2.0,1.0,Ask agent
"Northcote Road, London, SW11","£740,000",Flat,2.0,2.0,787 sq ft
"Dumbreck Road, Eltham, SE9","£740,000",Semi-Detached,4.0,2.0,Ask agent
"Enfield Road, Enfield, EN2","£740,000",Semi-Detached,4.0,2.0,Ask agent
"Duke Of Wellington Avenue, Royal Arsenal Riverside , London, SE18","£740,000",Apartment,3.0,2.0,Ask agent
"Hebden Place, Nine Elms, SW8","£740,000",Apartment,2.0,2.0,804 sq ft
"The Clay Yard, Liddell Place","£740,000",Apartment,2.0,1.0,728 sq ft
"Sayer Street, Elephant & Castle, London, SE17","£740,000",Flat,2.0,2.0,804 sq ft
"The Brentford Project, 
Catherine Wheel Road,
London, 
TW8 8BD","£740,000",Apartment,2.0,2.0,846 sq ft
"Finchley Road, London, NW11","£740,000",Flat,2.0,2.0,Ask agent
"Powys Mews, Palmers Green, London, N13","£740,000",Town House,3.0,2.0,Ask agent
"23 Plumbers Row, London, E1","£740,000",Flat,2.0,2.0,"1,107 sq ft"
"Claverdale Road, London, SW2","£740,000",End of Terrace,3.0,1.0,"1,033 sq ft"
"Mornington Avenue, London, W14","£740,000",Flat,2.0,1.0,656 sq ft
"Tenham Avenue, SW2","£740,000",Apartment,2.0,1.0,Ask agent
"The 1840, St Georges Gardens,
Glenburnie Road, 
London, 
SW17 7DJ","£740,000",Duplex,2.0,2.0,877 sq ft
"Spring Grove, London, W4","£740,000",Apartment,2.0,2.0,Ask agent
"Havelock Road, Wimbledon, London, SW19","£740,000",End of Terrace,3.0,2.0,"1,096 sq ft"
"Richmond Square, Kew Foot Road, Richmond, Surrey, TW9","£740,000",Apartment,1.0,1.0,538 sq ft
"East Smithfield, St Katharine Docks, London, E1W","£740,000",Flat,1.0,1.0,616 sq ft
"Liddell Road, West Hampstead, London, NW6","£740,000",Apartment,2.0,1.0,728 sq ft
"Apt 25 Twenty Two, Nine Elms, SW8","£740,000",Apartment,2.0,2.0,710 sq ft
"West Heath Road, Hampstead, London, NW3","£740,000",Flat,3.0,2.0,"1,049 sq ft"
"Spring Grove, London, W4","£740,000",Apartment,2.0,2.0,967 sq ft
"Ivory House, East Smithfield, London, E1W","£740,000",Flat,1.0,1.0,Ask agent
"Melliss Avenue, Kew","£740,000",Flat,2.0,2.0,Ask agent
London Dock,"£740,000",Flat,,1.0,473 sq ft
"Earls Court Square, Earls Court, London, SW5","£740,000",Flat,1.0,1.0,742 sq ft
"10 Park Street, Chelsea Creek, SW6","£740,000",Apartment,1.0,1.0,667 sq ft
"Casson Square, London, SE1","£740,000",Flat,,,488 sq ft
"Keble Place, Barnes, London, SW13","£740,000",Apartment,2.0,2.0,927 sq ft
"Albany Court, Spring Grove, London, W4","£740,000",Penthouse,2.0,2.0,946 sq ft
"Royal Victoria, E16, Docklands, London, E16","£740,000",Flat,3.0,3.0,"1,197 sq ft"
"Alderney Street, Pimlico","£740,000",Flat,2.0,1.0,Ask agent
"The Nortcote, London, SW11","£740,000",Flat,2.0,2.0,787 sq ft
"The Mansions, West Hampstead, NW6","£740,000",Apartment,2.0,1.0,728 sq ft
"Coverdale Road, Friern Barnet","£740,000",End of Terrace,4.0,3.0,Ask agent
"Beresford Ave, London","£740,000",Flat,3.0,2.0,"1,076 sq ft"
"Daventry Street, Marylebone","£740,000",Flat,2.0,2.0,Ask agent
"Clapham Park Marketing Suite,
107 Clarence Avenue,
London,
SW4 8FR","£740,000",Apartment,2.0,,Ask developer
"Coleherne Road, Chelsea, London","£740,000",Flat,2.0,1.0,604 sq ft
"Church Lane, Teddington","£739,950",End of Terrace,2.0,1.0,Ask agent
"King George's Gate, Earlsfield, SW18","£739,000",Apartment,3.0,2.0,"1,089 sq ft"
"Corfton Road, Ealing, London, W5","£739,000",Apartment,2.0,1.0,964 sq ft
"Rowantree Road, London, N21","£739,000",Semi-Detached,4.0,,Ask agent
"Camley Street, London, N1C","£739,000",Apartment,1.0,1.0,545 sq ft
"Cashmere House, Goodmans Fields, London, E1","£738,000",Apartment,1.0,1.0,Ask agent
"Eeko, Camden, NW1","£736,000",Apartment,2.0,1.0,764 sq ft
"Ennis Road, London","£735,000",Apartment,2.0,1.0,902 sq ft
"Sky Gardens, 155 Wandsworth Road, SW8","£735,000",Apartment,2.0,2.0,731 sq ft
"Flat , Bridgewater House,  Lookout Lane, London","£735,000",Apartment,2.0,2.0,Ask agent
"Tollgate Gardens, London, NW6","£735,000",Apartment,2.0,2.0,Ask agent
"Kendal Road, London, NW10","£735,000",Flat,3.0,3.0,"1,105 sq ft"
"Kings View Court, Ridgway, Wimbledon","£735,000",Flat,2.0,2.0,964 sq ft
"Damac Tower, 
Bond Way, SW8","£735,000",Flat,1.0,1.0,602 sq ft
"The Oxygen, 18 Western Gateway, London, E16","£735,000",Penthouse,2.0,2.0,"1,303 sq ft"
"Primrose Mansions, Prince Of Wales Drive, Battersea, London, SW11","£735,000",Flat,1.0,1.0,676 sq ft
"Quinton Street, Earlsfield","£735,000",Flat,2.0,1.0,Ask agent
"Lambrook Terrace, Fulham, SW6","£735,000",Maisonette,2.0,1.0,732 sq ft
"Devan Grove, London, N4","£735,000",Apartment,2.0,2.0,763 sq ft
"Brent Cross Town, 145 Claremont Road, London, NW2","£735,000",Apartment,2.0,2.0,798 sq ft
"West End Gate, Paddington, London, W2","£735,000",Studio,,1.0,474 sq ft
"Vision Point, Yelverton Road, London, SW11","£735,000",Flat,2.0,1.0,730 sq ft
"Moore House, Gatliff Road, Grosvenor Waterside","£735,000",Apartment,1.0,1.0,Ask agent
"Bathurst Square, London, N15","£735,000",Terraced,3.0,2.0,Ask agent
"Chiswick High Road, London, W4","£735,000",Apartment,2.0,2.0,"1,139 sq ft"
"Radley Mews, London, W8","£735,000",Flat,1.0,1.0,Ask agent
Marsh Wall London E14,"£735,000",Flat,1.0,1.0,Ask agent
"Hamilton Road, Ealing","£735,000",Flat,3.0,2.0,Ask agent
"Hereford Road, London, W2","£735,000",Flat,1.0,1.0,398 sq ft
"Fisherton Street, Lisson Grove, London, NW8","£735,000",Apartment,1.0,1.0,589 sq ft
"Damac Tower, 
Bond Way, SW8","£735,000",Flat,1.0,1.0,643 sq ft
"The Residences on Paddington Green, Paddington, W2","£735,000",Studio,,1.0,474 sq ft
"Firs Lane, Winchmore Hill, N21","£735,000",Terraced,4.0,2.0,"1,541 sq ft"
"Seward Street, London, EC1V","£735,000",Apartment,2.0,2.0,721 sq ft
"Goldsboro Road, Nine Elms","£735,000",Flat,2.0,2.0,Ask agent
"Marlborough Road, London, N22","£735,000",Terraced,4.0,1.0,"1,067 sq ft"
"Dagnan Road, London","£735,000",House,3.0,1.0,Ask agent
"Duke of Wellington Ave, Imperial Building, London","£735,000",Flat,2.0,2.0,831 sq ft
